,0,1,2,3,concat_topics
Benjamin_Steltner,5,6,9,10,5 6 9 10
Reinhard_Prix,5,6,9,10,5 6 9 10
Oliver_Behnke,5,6,9,10,5 6 9 10
Jerónimo_Cortez,1,7,10,11,1 7 10 11
Guillermo_A._Mena_Marugán,1,7,10,11,1 7 10 11
José_M._Velhinho,1,7,10,11,1 7 10 11
Hui_Ge,3,5,6,7,3 5 6 7
Chong_Sheng,3,5,6,7,3 5 6 7
Shining_Zhu,3,5,6,7,3 5 6 7
Suvankar_Dutta,1,2,3,6,1 2 3 6
Gurmeet_Singh_Punia,1,2,3,6,1 2 3 6
Reginald_Christian_Bernardo,1,5,6,8,1 5 6 8
Maria_Caruana,1,5,6,8,1 5 6 8
Stephen_Appleby,1,5,6,8,1 5 6 8
Swarnim_Shashank,1,5,6,10,1 5 6 10
Fatemeh_Hossein_Nouri,1,5,6,10,1 5 6 10
Anshu_Gupta,1,5,6,10,1 5 6 10
Federico_Piazza,1,2,7,11,1 2 7 11
Somnath_Mukherjee,1,5,6,8,1 5 6 8
Debashis_Gangopadhyay,1,5,6,8,1 5 6 8
Yunhe_Lei,1,2,4,5,1 2 4 5
Mengjie_Wang,1,2,4,5,1 2 4 5
Anna_Ijjas,2,5,8,12,2 5 8 12
Paul_J._Steinhardt,2,5,8,12,2 5 8 12
Daisuke_Yamauchi,1,2,5,11,1 2 5 11
Naonori_S._Sugiyama,1,5,7,11,1 5 7 11
Anele_M_Ncube,1,2,4,5,1 2 4 5
Gerhard_E_Harmsen,1,2,4,5,1 2 4 5
Alan_S_Cornell,1,2,4,5,1 2 4 5
Shao-Wen_Wei,2,5,11,12,2 5 11 12
Yohsuke_Takamori,1,2,5,11,1 2 5 11
Atsushi_Naruko,1,2,5,11,1 2 5 11
Yusuke_Sakurai,1,2,5,11,1 2 5 11
Taichiro_Kugo,1,7,10,11,1 7 10 11
Ryuichi_Nakayama,1,7,10,11,1 7 10 11
Gabor_Zsolt_Toth,1,5,6,11,1 5 6 11
Ignacio_J._Araya,1,2,7,8,1 2 7 8
Alberto_Rivadulla_Sanchez,1,2,7,8,1 2 7 8
David_Vazquez_Rodriguez,1,2,7,8,1 2 7 8
Alejandro_Vilar_Lopez,1,2,7,8,1 2 7 8
Sebastien_Galtier,5,6,9,11,5 6 9 11
Sergey_V._Nazarenko,5,6,9,11,5 6 9 11
Yuan_Zhong,1,5,6,8,1 5 6 8
Fei-Yu_Li,1,2,5,10,1 2 5 10
Xu-Dong_Liu,1,2,5,10,1 2 5 10
Patrick_Bourg,1,2,3,5,1 2 3 5
Carsten_Gundlach,1,2,3,5,1 2 3 5
Manu_Srivastava,1,2,5,6,1 2 5 6
Mingzhe_Li,1,5,7,8,1 5 7 8
Dehao_Zhao,1,5,7,8,1 5 7 8
M._Zeeshan_Gul,1,5,8,10,1 5 8 10
Jun'ichi_Yokoyama,2,5,8,10,2 5 8 10
Indrani_Banerjee,2,5,6,10,2 5 6 10
Bhaswati_Mandal,1,2,5,10,1 2 5 10
Soumitra_SenGupta,2,5,8,10,2 5 8 10
Theodore_Erler,1,7,10,12,1 7 10 12
David_Benisty,5,7,8,10,5 7 8 10
Eduardo_I._Guendelman,5,7,8,10,5 7 8 10
Emmanuel_N._Saridakis,5,6,7,10,5 6 7 10
Horst_Stoecker,5,7,8,10,5 7 8 10
Jurgen_Struckmeier,5,7,8,10,5 7 8 10
David_Vasak,5,7,8,10,5 7 8 10
Márton_Mestyán,4,5,8,12,4 5 8 12
Daniel_Hutchings,1,6,10,12,1 6 10 12
Jessica_Hutomo,1,6,10,12,1 6 10 12
Sergei_M._Kuzenko,1,6,10,12,1 6 10 12
Alberto_Merlano,1,9,11,12,1 9 11 12
Johannes_Blümlein,1,7,9,11,1 7 9 11
Mudassar_Sabir,1,5,8,10,1 5 8 10
Waqas_Ahmed,1,5,8,10,1 5 8 10
Shan_Hu,1,5,8,10,1 5 8 10
Tianjun_Li,1,5,8,10,1 5 8 10
Lina_Wu,1,5,8,10,1 5 8 10
Yu_Sang,2,5,6,10,2 5 6 10
Florio_M._Ciaglia,1,4,7,11,1 4 7 11
Alberto_Ibort,1,4,7,11,1 4 7 11
Giuseppe_Marmo,1,7,11,12,1 7 11 12
G._A._Alekseev,1,2,4,5,1 2 4 5
V._A._Belinski,1,2,3,4,1 2 3 4
Peter_M._Lavrov,1,6,10,11,1 6 10 11
Eduardo_Antonio_dos_Reis,1,6,10,11,1 6 10 11
Andrea_Puhm,1,9,10,11,1 9 10 11
Spyros_Basilakos,5,6,7,10,5 6 7 10
Franco_Ferrari,1,6,7,10,1 6 7 10
Seyed_Ali_Hosseini_Mansoori,1,2,8,11,1 2 8 11
Behrouz_Mirza,1,2,8,11,1 2 8 11
Cyril_Closset,1,5,9,11,1 5 9 11
Lorenzo_Di_Pietro,1,5,9,11,1 5 9 11
Renata_Jora,1,2,10,11,1 2 10 11
Olaf_Hohm,1,7,9,10,1 7 9 10
Henning_Samtleben,1,7,9,10,1 7 9 10
Gabriele_Tartaglino-Mazzucchelli,1,6,9,10,1 6 9 10
Gerben_Venken,1,6,9,10,1 6 9 10
Dan-Radu_Grigore,1,4,7,9,1 4 7 9
Leong_Khim_Wong,1,2,5,6,1 2 5 6
Arnab_Dasgupta,1,5,10,11,1 5 10 11
P._S._Bhupal_Dev,1,5,10,11,1 5 10 11
Anish_Ghoshal,1,5,8,10,1 5 8 10
A._Raza,1,2,5,6,1 2 5 6
Sonia_Jose,1,6,7,8,1 6 7 8
Serena_Giardino,1,6,7,8,1 6 7 8
Boris_Goncharov,1,5,6,10,1 5 6 10
Eric_Thrane,1,5,6,10,1 5 6 10
Ryan_M._Shannon,1,5,6,10,1 5 6 10
Jan_Harms,1,5,6,10,1 5 6 10
N._D._Ramesh_Bhat,1,5,6,10,1 5 6 10
George_Hobbs,1,5,6,10,1 5 6 10
Matthew_Kerr,1,5,6,10,1 5 6 10
Richard_N._Manchester,1,5,6,10,1 5 6 10
Daniel_J._Reardon,1,5,6,10,1 5 6 10
Christopher_J._Russell,1,5,6,10,1 5 6 10
Xing-Jiang_Zhu,1,5,6,10,1 5 6 10
Andrew_Zic,1,5,6,10,1 5 6 10
Y._Ageeva,1,5,7,9,1 5 7 9
P._Petrov,1,5,7,9,1 5 7 9
Konstantinos_Dimopoulos,5,7,8,10,5 7 8 10
Asad_Hussain,1,2,3,5,1 2 3 5
Aaron_Zimmerman,1,2,3,5,1 2 3 5
Wenfu_Cao,1,2,5,6,1 2 5 6
Wenfang_Liu,1,2,5,6,1 2 5 6
Xin_Wu,1,2,5,6,1 2 5 6
Pak_Hang_Chris_Lau,2,4,10,12,2 4 10 12
Toshifumi_Noumi,2,4,10,12,2 4 10 12
Yuhei_Takii,2,4,10,12,2 4 10 12
Kotaro_Tamaoka,2,4,10,12,2 4 10 12
Arthur_Touati,1,5,6,11,1 5 6 11
Mike_D._Schneider,5,7,10,12,5 7 10 12
Giovanni_Canepa,1,6,8,11,1 6 8 11
Alberto_S._Cattaneo,1,6,8,11,1 6 8 11
Filippo_Fila-Robattino,1,6,8,11,1 6 8 11
J._B._Formiga,1,5,9,11,1 5 9 11
V._R._Gonçalves,1,5,9,11,1 5 9 11
Laura_S._Dreissen,1,4,10,11,1 4 10 11
Chih-Han_Yeh,1,4,10,11,1 4 10 11
Henning_A._Fürst,1,4,10,11,1 4 10 11
Kai_C._Grensemann,1,4,10,11,1 4 10 11
Tanja_E._Mehlstäubler,1,4,10,11,1 4 10 11
Jens_O._Andersen,1,3,10,11,1 3 10 11
Martin_Kjøllesdal_Johnsrud,1,3,10,11,1 3 10 11
Ishfaq_Ahmad_Rather,3,6,7,10,3 6 7 10
Romain_Gervalle,1,2,5,6,1 2 5 6
Miguel_Duarte,1,2,5,11,1 2 5 11
Edgar_Gasperín,1,2,5,11,1 2 5 11
Justin_C._Feng,1,2,6,11,1 2 6 11
David_Hilditch,1,5,6,11,1 5 6 11
Daqi_Yang,1,2,5,6,1 2 5 6
Naying_Zhou,1,2,5,6,1 2 5 6
Hongxing_Zhang,1,2,5,6,1 2 5 6
Yiqian_Chen,2,4,6,10,2 4 6 10
Guangzhou_Guo,2,5,6,10,2 5 6 10
Peng_Wang,2,5,6,10,2 5 6 10
José_Figueroa-O'Farrill,1,2,10,11,1 2 10 11
Stefan_Prohazka,1,7,10,11,1 7 10 11
Jakob_Salzer,1,2,10,11,1 2 10 11
Ali_Seraj,1,6,10,11,1 6 10 11
Turmoli_Neogi,1,5,6,11,1 5 6 11
Erickson_Tjoa,1,4,6,7,1 4 6 7
Yehui_Hou,2,3,6,12,2 3 6 12
Zhenyu_Zhang,2,3,6,12,2 3 6 12
Haopeng_Yan,2,3,6,12,2 3 6 12
Minyong_Guo,2,3,6,12,2 3 6 12
Bin_Chen,1,2,6,10,1 2 6 10
P._C._Argyres,2,4,7,12,2 4 7 12
A._O._Barvinski,2,4,7,12,2 4 7 12
V._Frolov,2,4,7,12,2 4 7 12
D._A._Lowe,2,4,7,12,2 4 7 12
H._C._Rosu,1,4,5,7,1 4 5 7
Arkady_Kheyfets,1,4,5,7,1 4 5 7
Warner_A._Miller,1,4,5,7,1 4 5 7
Eric_W._Hirschmann,2,5,6,8,2 5 6 8
P._S._Letelier,1,10,11,12,1 10 11 12
D._J._Lamb,1,5,9,11,1 5 9 11
A._Z._Capri,1,5,9,11,1 5 9 11
Gilbert_Weinstein,1,2,4,11,1 2 4 11
R._Beig,1,2,6,8,1 2 6 8
N._Ó_Murchadha,1,2,6,8,1 2 6 8
A._Llorente,1,5,8,10,1 5 8 10
J._Perez-Mercader,1,5,8,10,1 5 8 10
J._David_Brown,1,2,6,9,1 2 6 9
Kameshwar_C._Wali,1,7,11,12,1 7 11 12
J._Kowalski-Glikman,1,4,5,7,1 4 5 7
P._Hajicek,1,4,5,11,1 4 5 11
Edward_Seidel,2,5,6,7,2 5 6 7
Peter_Anninos,1,2,5,6,1 2 5 6
Greg_Daues,1,2,5,6,1 2 5 6
Joan_Masso,1,2,5,6,1 2 5 6
Steven_R._Brandt,2,3,4,5,2 3 4 5
Sandro_S._Costa,1,5,6,9,1 5 6 9
George_E._A._Matsas,1,5,6,9,1 5 6 9
Laszlo_E._Szabo,1,4,5,7,1 4 5 7
Ludger_Hannibal,1,6,11,12,1 6 11 12
Fjodor_V._~Kusmartsev,1,5,7,8,1 5 7 8
Eckehard_W._~Mielke,1,5,7,8,1 5 7 8
Yuri_N._~Obukhov,1,5,7,8,1 5 7 8
Franz_E._~Schunck,1,5,7,8,1 5 7 8
A._Corichi,5,7,11,12,5 7 11 12
M._Pierri,5,7,11,12,5 7 11 12
Heinz-Dieter_Conradi,1,5,10,11,1 5 10 11
Christian_Grosche,1,5,9,11,1 5 9 11
Per_Berglund,1,9,10,11,1 9 10 11
Philip_Candelas,1,9,11,12,1 9 11 12
Xenia_de_la_Ossa,1,9,11,12,1 9 11 12
Anamaria_Font,1,9,11,12,1 9 11 12
Tristan_Hubsch,1,9,11,12,1 9 11 12
Dubravka_Jancic,1,9,11,12,1 9 11 12
Fernando_Quevedo,1,5,6,10,1 5 6 10
P._Furlan,1,4,7,11,1 4 7 11
Alexander_Ganchev,1,4,7,11,1 4 7 11
V._B._Petkova,1,4,7,11,1 4 7 11
R._Percacci,1,5,6,10,1 5 6 10
Dalia_S._Goldwirth,1,5,10,12,1 5 10 12
Weidong_Zhao,1,7,9,10,1 7 9 10
J._J._Halliwell,1,4,5,7,1 4 5 7
M._E._Ortiz,1,4,5,7,1 4 5 7
I._Ya._Aref'eva,4,6,10,11,4 6 10 11
R._Parthasarathy,1,4,7,11,1 4 7 11
K._S._Viswanathan,1,4,7,11,1 4 7 11
I._V._Volovich,2,4,6,11,2 4 6 11
K._-H._Rehren,1,6,7,10,1 6 7 10
Christof_Schmidhuber,1,3,7,10,1 3 7 10
Leon_Takhtajan,1,4,7,9,1 4 7 9
Ulrich_Ellwanger,1,5,6,8,1 5 6 8
A._Leonidov,1,6,7,8,1 6 7 8
A._Zelnikov,1,6,7,8,1 6 7 8
M._C._Land,1,5,9,11,1 5 9 11
N._Shnerb,1,5,9,11,1 5 9 11
L._P._Horwitz,1,4,5,11,1 4 5 11
Frank_Wilczek,1,3,7,11,1 3 7 11
Tim_R._Morris,1,5,9,10,1 5 9 10
M._Koseki,1,7,10,11,1 7 10 11
M._Sato,1,3,6,11,1 3 6 11
R._Endo,1,7,10,11,1 7 10 11
Paul_Mansfield,1,5,9,10,1 5 9 10
Raiko_P._Zaikov,1,6,10,12,1 6 10 12
M._Gasperini_R._Ricci_G._Veneziano,1,8,10,11,1 8 10 11
B._Bagchi,1,4,5,9,1 4 5 9
R._Roychoudhury,1,4,5,9,1 4 5 9
David_Vitali,1,4,6,7,1 4 6 7
Paolo_Tombesi,1,4,6,8,1 4 6 8
Konstantin_G._Zloshchastiev,1,3,8,12,1 3 8 12
Andris_Ambainis,1,2,4,12,1 2 4 12
A._V._Taichenachev,1,3,6,10,1 3 6 10
A._M._Tumaikin,1,3,6,10,1 3 6 10
V._I._Yudin,1,3,6,10,1 3 6 10
L._Hollberg,1,3,6,10,1 3 6 10
M._N._Sergeenko,1,5,6,11,1 5 6 11
Marcin_Michalski,1,4,7,10,1 4 7 10
Wai_Bong_Yeung,1,4,5,9,1 4 5 9
M._Znojil,1,5,10,11,1 5 10 11
Michael_Martin_Nieto,1,4,5,11,1 4 5 11
D._Rodney_Truax,1,4,5,11,1 4 5 11
H._Moya-Cessa,1,4,6,10,1 4 6 10
Ilki_Kim,1,4,7,12,1 4 7 12
Guenter_Mahler,1,4,7,12,1 4 7 12
Marek_Zukowski,1,5,6,10,1 5 6 10
Emilio_Santos,1,5,6,10,1 5 6 10
Xiao-Guang_Wang,4,6,10,11,4 6 10 11
Sergio_De_Filippo,4,6,8,10,4 6 8 10
Yoon-Ho_Kim,4,5,6,10,4 5 6 10
Maria_V._Chekhova,4,5,7,11,4 5 7 11
Sergei_P._Kulik,4,5,7,11,4 5 7 11
Yanhua_Shih,4,5,7,11,4 5 7 11
Morton_H._Rubin,1,4,5,11,1 4 5 11
Brian_C._Hall,1,2,10,11,1 2 10 11
Anthony_Chefles,1,4,6,11,1 4 6 11
Z._Hradil,1,4,6,11,1 4 6 11
M._Dusek,1,4,6,11,1 4 6 11
Joachim_Kupsch,1,3,6,10,1 3 6 10
J._Rehacek,1,6,7,10,1 6 7 10
J._Perina,1,6,7,10,1 6 7 10
S._Pascazio,1,6,7,10,1 6 7 10
L._Mista,1,6,7,10,1 6 7 10
G._Brida,4,6,8,10,4 6 8 10
M._Genovese,4,6,8,10,4 6 8 10
C._Novero,4,6,8,10,4 6 8 10
Nicola_Manini,1,3,4,11,1 3 4 11
Fabio_Pistolesi,1,3,4,11,1 3 4 11
Y._Itoh,3,4,6,11,3 4 6 11
C._Detlefs,1,3,6,7,1 3 6 7
F._Duc,1,3,6,12,1 3 6 12
Z._A._Kazei,1,3,6,7,1 3 6 7
J._Vanacken,1,3,6,7,1 3 6 7
P._Frings,1,3,6,7,1 3 6 7
W._Bras,1,3,6,7,1 3 6 7
J._E._Lorenzo,1,3,6,7,1 3 6 7
P._C._Canfield,3,6,7,11,3 6 7 11
G._L._J._A._Rikken,1,3,6,7,1 3 6 7
A._Olariu,1,3,6,12,1 3 6 12
P._Mendels,1,3,6,12,1 3 6 12
F._Bert,1,3,6,12,1 3 6 12
J._C._Trombe,1,3,6,12,1 3 6 12
M._A._de_Vries,1,3,6,12,1 3 6 12
A._Harrisson,1,3,6,12,1 3 6 12
K._D._D._Rathnayaka,3,6,7,9,3 6 7 9
B._I._Belevtsev,3,6,7,9,3 6 7 9
D._G._Naugle,3,6,7,9,3 6 7 9
M._Kobayashi,3,6,9,10,3 6 9 10
Y._Ooki,3,4,6,12,3 4 6 12
M._Takizawa,3,6,9,10,3 6 9 10
G._S._Song,3,6,9,10,3 6 9 10
A._Fujimori,3,6,9,10,3 6 9 10
Y._Takeda,3,6,9,10,3 6 9 10
K._Terai,3,4,6,12,3 4 6 12
T._Okane,3,6,9,10,3 6 9 10
S._-I._Fujimori,3,4,6,12,3 4 6 12
Y._Saitoh,3,6,9,10,3 6 9 10
H._Yamagami,3,6,9,10,3 6 9 10
M._Seki,3,4,6,12,3 4 6 12
T._Kawai,3,4,6,12,3 4 6 12
H._Tabata,3,4,6,12,3 4 6 12
Liliana_Arrachea,1,3,5,9,1 3 5 9
Alfredo_Levy_Yeyati,1,3,5,9,1 3 5 9
Alvaro_Martin-Rodero,1,3,5,9,1 3 5 9
Di_Xiao,1,3,5,9,1 3 5 9
Junren_Shi,1,3,5,9,1 3 5 9
Dennis_P._Clougherty,1,3,5,9,1 3 5 9
Qian_Niu,1,3,5,9,1 3 5 9
Anne_Gilbert,1,9,10,12,1 9 10 12
N._S._Vidhyadhiraja,1,9,10,12,1 9 10 12
David_E._Logan,1,9,10,12,1 9 10 12
Alvaro_Perales,1,4,5,8,1 4 5 8
N._B._Perkins,1,3,6,12,1 3 6 12
M._D._Nunez-Regueiro,1,3,10,12,1 3 10 12
B._Coqblin,1,3,10,12,1 3 10 12
J._R._Iglesias,1,3,10,12,1 3 10 12
Paulo_F._Farinas,3,5,6,9,3 5 6 9
Dmitri_E._Nikonov,1,3,5,12,1 3 5 12
George_I._Bourianoff,1,3,5,12,1 3 5 12
Paolo_A._Gargini,1,3,5,12,1 3 5 12
P._Kharel,3,6,7,8,3 6 7 8
C._Sudakar,3,6,7,8,3 6 7 8
A._B._Harris,3,6,7,8,3 6 7 8
R._Naik,3,6,7,8,3 6 7 8
G._Lawes,3,6,7,8,3 6 7 8
Wei-Cheng_Lee,3,5,9,11,3 5 9 11
Jairo_Sinova,3,6,9,12,3 6 9 12
A._A._Burkov,3,4,9,10,3 4 9 10
Yogesh_Joglekar,3,5,9,11,3 5 9 11
A._H._MacDonald,3,5,9,11,3 5 9 11
C._Jaudet,6,7,9,11,6 7 9 11
D._Vignolles,6,7,9,11,6 7 9 11
A._Audouard,6,7,9,11,6 7 9 11
J._Levallois,6,7,9,11,6 7 9 11
D._LeBoeuf,3,6,7,9,3 6 7 9
B._Vignolle,6,7,9,11,6 7 9 11
M._Nardone,6,7,9,11,6 7 9 11
A._Zitouni,6,7,9,11,6 7 9 11
R._Liang,3,6,7,9,3 6 7 9
D._A._Bonn,3,6,7,9,3 6 7 9
W._N._Hardy,3,6,7,9,3 6 7 9
C._Proust,6,7,9,11,6 7 9 11
P._Fulde,1,9,10,12,1 9 10 12
F._Pollmann,3,6,9,10,3 6 9 10
Attila_Szallas,1,3,6,12,1 3 6 12
Anuradha_Jagannathan,1,3,6,12,1 3 6 12
G._Aurelio,1,3,6,12,1 3 6 12
J._Curiale,1,3,6,12,1 3 6 12
R._D._Sanchez,1,3,6,12,1 3 6 12
G._J._Cuello,1,3,6,12,1 3 6 12
Jian-Hui_Zhao,1,3,4,7,1 3 4 7
Hong-Lei_Wang,1,3,4,7,1 3 4 7
Bo_Li,1,3,7,8,1 3 7 8
A._S._Alexandrov,3,6,9,11,3 6 9 11
H._Alloul,1,3,6,9,1 3 6 9
J._Bobroff,1,3,6,9,1 3 6 9
M._Gabay,1,3,6,9,1 3 6 9
P._J._Hirschfeld,1,3,9,11,1 3 9 11
Hiroshi_Kontani,3,7,9,11,3 7 9 11
S._R._Hassan,3,6,10,11,3 6 10 11
B._Davoudi,3,6,10,11,3 6 10 11
B._Kyung,3,6,10,11,3 6 10 11
I._Guillamon,1,3,6,11,1 3 6 11
H._Suderow,1,3,6,11,1 3 6 11
F._Guinea,1,3,6,11,1 3 6 11
S._Vieira,1,3,6,11,1 3 6 11
W._F._Kao,1,5,11,12,1 5 11 12
Robert_Oeckl,1,4,7,11,1 4 7 11
Filippo_Maimone,4,6,8,10,4 6 8 10
Anton_Luca_Robustelli,4,6,8,10,4 6 8 10
David_H_Lyth,1,2,5,8,1 2 5 8
David_Wands,1,5,8,10,1 5 8 10
M._Gasperini,1,2,5,10,1 2 5 10
M._Giovannini,1,2,5,10,1 2 5 10
G._Veneziano,1,2,5,10,1 2 5 10
Chongming_Xu,1,5,10,12,1 5 10 12
Jin-he_Tao,1,5,10,12,1 5 10 12
Xuejun_Wu,1,5,10,12,1 5 10 12
David_Garfinkle,1,3,5,8,1 3 5 8
James_Isenberg,1,3,5,8,1 3 5 8
Hugo_A._Morales-Tecotl,1,2,4,7,1 2 4 7
Emanuele_Berti,1,2,3,4,1 2 3 4
Eleftherios_Papantonopoulos,1,2,3,4,1 2 3 4
Damien_Martin,1,2,5,10,1 2 5 10
M._Maceda,1,5,11,12,1 5 11 12
J._Madore,1,5,11,12,1 5 11 12
P._Manousselis,1,5,11,12,1 5 11 12
G._Zoupanos,1,5,11,12,1 5 11 12
P._Wolf,1,5,9,11,1 5 9 11
S._Bize,1,5,9,11,1 5 9 11
A._Clairon,1,5,9,11,1 5 9 11
A._N._Luiten,1,5,9,11,1 5 9 11
G._Santarelli,1,5,9,11,1 5 9 11
M._E._Tobar,1,5,9,11,1 5 9 11
Ntina_Savvidou,1,2,7,11,1 2 7 11
Yosef_Zlochower,2,5,6,10,2 5 6 10
Roberto_Gomez,2,5,6,10,2 5 6 10
Sascha_Husa,1,2,5,6,1 2 5 6
Jeffrey_Winicour,2,5,6,10,2 5 6 10
Woei_Chet_Lim,1,2,5,8,1 2 5 8
Henk_van_Elst,5,8,11,12,5 8 11 12
Claes_Uggla,5,8,11,12,5 8 11 12
John_Wainwright,5,8,11,12,5 8 11 12
Lukasz_Fidkowski,1,2,3,9,1 2 3 9
Veronika_Hubeny,1,2,3,9,1 2 3 9
Matthew_Kleban,1,2,3,9,1 2 3 9
Stephen_Shenker,1,2,3,9,1 2 3 9
Jerome_Novak,1,3,5,6,1 3 5 6
Emmanuel_Marcq,3,5,9,10,3 5 9 10
M._Alimohammadi,1,5,6,8,1 5 6 8
B._Vakili,1,5,6,8,1 5 6 8
Anirudh_Pradhan,1,5,6,12,1 5 6 12
Sudhir_Kumar_Srivastav,1,5,6,12,1 5 6 12
Kanti_R._Jotania,1,5,6,12,1 5 6 12
A._E._Shalyt-Margolin,1,2,4,7,1 2 4 7
J._G._Suarez,1,2,4,7,1 2 4 7
Dragan_Slavkov_Hajdukovic,2,6,7,10,2 6 7 10
Shrirang_S._Deshingkar,1,2,5,6,1 2 5 6
A._B._Balakin,1,5,6,7,1 5 6 7
I._B._Khriplovich,2,3,5,6,2 3 5 6
A._A._Pomeransky,2,3,5,6,2 3 5 6
N._Produit,2,3,5,6,2 3 5 6
G._Yu._Ruban,2,3,5,6,2 3 5 6
Edmund_Schluessel,1,2,5,12,1 2 5 12
M._Heydari-Fard,1,5,7,8,1 5 7 8
H._R._Sepangi,1,5,6,8,1 5 6 8
Andreas_Albrecht,5,6,7,12,5 6 7 12
Aurelien_Barrau,2,4,8,12,2 4 8 12
Julien_Grain,2,4,8,12,2 4 8 12
Carole_Weydert,2,4,8,12,2 4 8 12
J._-F._Pascual-Sanchez,1,4,5,11,1 4 5 11
Tao_Luo,1,2,5,6,1 2 5 6
Joel_Smoller,1,2,5,6,1 2 5 6
Viktor_T._Toth,1,5,6,11,1 5 6 11
Slava_G._Turyshev,1,5,6,11,1 5 6 11
Christian_G._Boehmer,5,7,8,12,5 7 8 12
David_F._Mota,5,7,8,12,5 7 8 12
Christian_Lübbe,2,5,11,12,2 5 11 12
Paul_Tod,2,5,11,12,2 5 11 12
Jihene_Bouchami,1,8,11,12,1 8 11 12
Itzhak_Fouxon,1,5,9,12,1 5 9 12
Gerold_Betschart,2,8,9,12,2 8 9 12
Jacob_D._Bekenstein,1,2,8,12,1 2 8 12
Mark_Israelit,1,4,6,11,1 4 6 11
Tomotada_Akutsu,1,5,6,10,1 5 6 10
Koji_Arai,1,5,6,10,1 5 6 10
Kazuhiro_Yamamoto,4,5,8,10,4 5 8 10
Daisuke_Tatsumi,1,5,6,10,1 5 6 10
Erina_Nishida,1,5,6,10,1 5 6 10
Takeshi_Chiba,1,5,6,10,1 5 6 10
Ryuichi_Takahashi,1,5,6,10,1 5 6 10
Naoshi_Sugiyama,1,5,6,10,1 5 6 10
Rupam_Das,1,4,5,7,1 4 5 7
Robert_J._Scherrer,1,4,5,7,1 4 5 7
Andrew_J._Moylan,2,5,6,10,2 5 6 10
David_E._McClelland,2,5,6,10,2 5 6 10
Susan_M._Scott,2,5,6,10,2 5 6 10
Antony_C._Searle,2,5,6,10,2 5 6 10
G._V._Bicknell,2,5,6,10,2 5 6 10
Sophie_de_Buyl,1,2,5,11,1 2 5 11
Morteza_Mohseni,1,5,6,12,1 5 6 12
Chunnong_Zhao,1,4,6,9,1 4 6 9
Li_Ju,1,4,6,9,1 4 6 9
Slawomir_Gras,1,4,6,9,1 4 6 9
Yaohui_Fan,1,4,6,9,1 4 6 9
David_G._Blair,1,4,6,9,1 4 6 9
Loriano_Bonora,1,2,6,11,1 2 6 11
Rhiannon_Gwyn,1,5,10,12,1 5 10 12
Spyros_Sypsas,1,5,10,12,1 5 10 12
Patricio._S._Letelier,1,2,5,8,1 2 5 8
Andrzej_Krasiński,1,2,5,10,1 2 5 10
Jonathan_R._Gair,3,5,6,12,3 5 6 12
T._Asselmeyer-Maluga,1,2,7,10,1 2 7 10
J._Krol,1,2,7,10,1 2 7 10
Barun_Majumder,1,5,6,12,1 5 6 12
Peter_Baekler,1,6,10,11,1 6 10 11
Friedrich_W._Hehl,1,6,10,11,1 6 10 11
Sabine_Hossenfelder,4,7,11,12,4 7 11 12
Wolfgang_Wieland,1,7,11,12,1 7 11 12
Zhuobin_Liang,1,2,8,11,1 2 8 11
Xiao_Zhang,2,5,8,11,2 5 8 11
Saeed_Rastgoo,1,6,7,8,1 6 7 8
George_M._Paily,2,7,11,12,2 7 11 12
Juan_D._Reyes,2,7,11,12,2 7 11 12
Rakesh_Tibrewala,2,7,11,12,2 7 11 12
Yasusada_Nambu,4,5,7,8,4 5 7 8
Yuji_Ohsumi,4,5,7,8,4 5 7 8
Jieci_Wang,1,4,8,12,1 4 8 12
Mubasher_Jamil,1,5,8,10,1 5 8 10
F._M._Mahomed,1,5,8,10,1 5 8 10
D._Momeni,1,5,6,8,1 5 6 8
Oscar_J._C._Dias,1,2,5,6,1 2 5 6
Daniela_Pérez,5,7,11,12,5 7 11 12
Pietro_Galli,1,2,3,4,1 2 3 4
Tomas_Ortin,1,2,3,4,1 2 3 4
Jan_Perz,1,2,3,4,1 2 3 4
J._F._Jesus,5,7,8,10,5 7 8 10
F._A._Oliveira,5,7,8,10,5 7 8 10
S._Basilakos,5,7,8,10,5 7 8 10
Adriano_Orefice,1,5,6,11,1 5 6 11
Raffaele_Giovanelli,1,5,6,11,1 5 6 11
Domenico_Ditto,1,5,6,11,1 5 6 11
J._Sirker,1,3,8,10,1 3 8 10
M._Maiti,1,3,8,10,1 3 8 10
N._P._Konstantinidis,1,3,8,10,1 3 8 10
N._Sedlmayr,1,3,8,10,1 3 8 10
Vladimir_Hizhnyakov,8,9,10,11,8 9 10 11
Ardi_Loot,8,9,10,11,8 9 10 11
G._M._Bosyk,1,4,8,11,1 4 8 11
S._Zozor,1,4,8,11,1 4 8 11
M._Portesi,1,4,8,11,1 4 8 11
T._M._Osán,1,4,8,11,1 4 8 11
P._W._Lamberti,1,4,8,11,1 4 8 11
Joanna_A._Zielińska,4,6,9,10,4 6 9 10
Federica_A._Beduini,4,6,9,10,4 6 9 10
Vito_Giovanni_Lucivero,4,6,9,10,4 6 9 10
Morgan_W._Mitchell,4,6,9,10,4 6 9 10
Fabiano_M._Andrade,1,4,5,11,1 4 5 11
Edilberto_O._Silva,1,4,5,11,1 4 5 11
Piero_Chiarelli,4,5,7,9,4 5 7 9
Xu_Chen,1,4,7,8,1 4 7 8
