,0,1,2,3,concat_topics
Emil_Have,1,9,10,11,1 9 10 11
Niels_A._Obers,1,2,6,9,1 2 6 9
Watse_Sybesma,1,5,9,11,1 5 9 11
Nicodemo_Magnoli,6,7,8,9,6 7 8 9
Yochai_Werman,1,3,5,9,1 3 5 9
Steven_A._Kivelson,1,3,9,11,1 3 9 11
Erez_Berg,1,3,4,9,1 3 4 9
Brian_Swingle,1,2,4,8,1 2 4 8
Xiao-Liang_Qi,1,4,5,12,1 4 5 12
C._Charmousis,1,3,8,9,1 3 8 9
B._Goutéraux,3,7,8,9,3 7 8 9
B._S._Kim,2,3,8,9,2 3 8 9
E._Kiritsis,1,9,10,11,1 9 10 11
Wei_Li,3,6,8,9,3 6 8 9
Shu_Lin,3,6,8,9,3 6 8 9
Jiajie_Mei,3,6,8,9,3 6 8 9
Dujin_Ahn,1,5,9,12,1 5 9 12
Wenbo_Fu,1,3,8,9,1 3 8 9
Kristan_Jensen,1,7,9,12,1 7 9 12
Shenglong_Xu,1,4,7,12,1 4 7 12
Steven_S._Gubser,1,2,8,9,1 2 8 9
Fabio_D._Rocha,1,2,3,9,1 2 3 9
Ya-Wen_Sun,2,5,6,9,2 5 6 9
Sayantani_Bhattacharyya,1,2,5,9,1 2 5 9
Veronika_E_Hubeny,1,2,5,8,1 2 5 8
Shiraz_Minwalla,1,5,7,9,1 5 7 9
Mukund_Rangamani,1,2,5,9,1 2 5 9
Sankar_Das_Sarma,3,9,10,11,3 9 10 11
Arpan_Bhattacharyya,1,4,5,8,1 4 5 8
Arvind_Shekar,1,4,8,9,1 4 8 9
Aninda_Sinha,1,4,8,9,1 4 8 9
Ole_Andersson,1,4,7,11,1 4 7 11
Hoshang_Heydari,1,4,7,11,1 4 7 11
Adam_R._Brown,1,2,4,9,1 2 4 9
Daniel_A._Roberts,1,2,4,9,1 2 4 9
Leonard_Susskind,1,2,4,8,1 2 4 8
Ying_Zhao,1,2,4,9,1 2 4 9
Robert_C._Myers,1,2,8,12,1 2 8 12
Rifath_Khan,1,4,9,11,1 4 9 11
Chethan_Krishnan,1,4,9,11,1 4 9 11
Sanchita_Sharma,1,4,9,11,1 4 9 11
Mark_R._Dowling,1,4,5,7,1 4 5 7
Michael_A._Nielsen,1,4,7,8,1 4 7 8
Dean_Carmi,2,4,5,12,2 4 5 12
Hugo_Marrochio,1,2,4,8,1 2 4 8
Sotaro_Sugishita,2,5,10,11,2 5 10 11
O._Aharony,1,2,7,9,1 2 7 9
S._S._Gubser,1,2,7,9,1 2 7 9
J._Maldacena,1,2,7,9,1 2 7 9
H._Ooguri,1,2,7,9,1 2 7 9
Y._Oz,1,2,7,9,1 2 7 9
Ro_Jefferson,1,4,8,11,1 4 8 11
Kevin_Goldstein,1,2,8,9,1 2 8 9
Shamit_Kachru,1,2,7,10,1 2 7 10
Shiroman_Prakash,1,2,8,9,1 2 8 9
Sandip_P._Trivedi,2,8,11,12,2 8 11 12
Edward_Witten,1,9,10,12,1 9 10 12
Christopher_P._Herzog,1,3,9,10,1 3 9 10
Liza_Huijse,7,8,9,11,7 8 9 11
Mario_Flory,1,4,8,12,1 4 8 12
Umut_Gürsoy,1,6,8,11,1 6 8 11
Guim_Planella_Planas,1,4,8,11,1 4 8 11
Tomas_Andrade,2,8,9,10,2 8 9 10
Matthias_Kaminski,1,2,7,9,1 2 7 9
Adam_Ritz,1,6,9,11,1 6 9 11
Amos_Yarom,1,6,7,9,1 6 7 9
Kitinan_Pongsangangan,1,2,3,9,1 2 3 9
T._Ludwig,1,2,3,9,1 2 3 9
H._T._C._Stoof,1,6,9,10,1 6 9 10
Hilbert_v._Löhneysen,3,7,9,10,3 7 9 10
Achim_Rosch,7,9,10,12,7 9 10 12
Matthias_Vojta,3,6,7,9,3 6 7 9
Peter_Wölfle,3,7,9,10,3 7 9 10
Chen-Hao_Hao,1,2,5,6,1 2 5 6
Shi-Xian_Sun,1,2,5,6,1 2 5 6
Long-Xing_Huang,1,2,5,6,1 2 5 6
Rong_Zhang,1,2,5,6,1 2 5 6
Xin_Su,1,2,5,6,1 2 5 6
Per_Kraus,1,2,8,9,1 2 8 9
Qimiao_Si,3,7,8,9,3 7 8 9
Silvio_Rabello,1,3,7,9,1 3 7 9
Kevin_Ingersent,1,3,7,9,1 3 7 9
Lleweilun_Smith,1,3,7,9,1 3 7 9
Pavel_K._Kovtun,1,2,6,9,1 2 6 9
Mohammad_Edalati,1,2,3,9,1 2 3 9
Juan_I._Jottar,1,2,3,9,1 2 3 9
Robert_G._Leigh,1,2,9,10,1 2 9 10
David_Vegh,1,2,8,9,1 2 8 9
Shi-Fa_Guo,1,2,5,8,1 2 5 8
Hai-Shan_Liu,1,2,5,8,1 2 5 8
H._Lu,1,2,6,11,1 2 6 11
Yi_Pang,1,2,5,8,1 2 5 8
Gian_Andrea_Inkof,1,3,8,9,1 3 8 9
Joachim_M._C._Kuppers,1,3,8,9,1 3 8 9
Julia_M._Link,1,3,8,9,1 3 8 9
Jörg_Schmalian,1,3,8,9,1 3 8 9
Brandon_W._Langley,1,5,8,9,1 5 8 9
Huan-Kuang_Wu,1,5,9,12,1 5 9 12
Jay_Sau,1,5,9,12,1 5 9 12
Naoto_Tsuji,3,5,9,12,3 5 9 12
Philipp_Werner,1,5,9,12,1 5 9 12
Enea_Mauri,1,3,9,10,1 3 9 10
Henk_Stoof,1,3,9,10,1 3 9 10
Ulf_Gran,1,8,9,10,1 8 9 10
Marcus_Tornsö,1,8,9,10,1 8 9 10
Tobias_Zingg,1,8,9,10,1 8 9 10
Kohei_Kawabata,1,4,10,11,1 4 10 11
Anish_Kulkarni,1,4,10,11,1 4 10 11
Jiachen_Li,1,4,10,11,1 4 10 11
Tokiro_Numasawa,4,7,10,11,4 7 10 11
Thanasis_Giannakopoulos,1,2,5,10,1 2 5 10
Alessandro_Braggio,5,7,8,9,5 7 8 9
Guoyang_Fu,1,3,7,8,1 3 7 8
Xi-Jing_Wang,1,3,9,11,1 3 9 11
Dan_Zhang,1,3,9,11,1 3 9 11
Xiao-Mei_Kuang,2,3,7,8,2 3 7 8
Clifford_Chafin,5,8,9,12,5 8 9 12
Tilman_Enss,3,7,9,12,3 7 9 12
Joseph_H._Thywissen,3,7,9,12,3 7 9 12
Boris_A._Gelman,1,5,6,9,1 5 6 9
Edward_V._Shuryak,1,5,6,9,1 5 6 9
Ismail_Zahed,8,9,10,12,8 9 10 12
Asato_Tsuchiya,1,4,5,12,1 4 5 12
Kazushi_Yamashiro,1,4,7,8,1 4 7 8
Sourav_Karar,2,8,9,12,2 8 9 12
Jason_Pollack,1,2,5,7,1 2 5 7
Moshe_Rozali,1,2,7,10,1 2 7 10
James_Sully,1,2,8,11,1 2 8 11
David_Wakeham,1,2,4,7,1 2 4 7
Aron_Jansen,1,2,5,9,1 2 5 9
Yong_Zhong,1,3,7,11,1 3 7 11
Zhuoyu_Chen,1,3,7,11,1 3 7 11
Su-Di_Chen,1,3,7,11,1 3 7 11
Ke-Jun_Xu,1,3,7,11,1 3 7 11
Makoto_Hashimoto,1,3,7,11,1 3 7 11
Yu_He,1,3,7,11,1 3 7 11
Shin-ichi_Uchida,1,3,7,11,1 3 7 11
Donghui_Lu,1,3,7,11,1 3 7 11
Sung-Kwan_Mo,3,9,10,11,3 9 10 11
Zhi-Xun_Shen,1,3,7,11,1 3 7 11
Daniel_K._Brattan,1,2,8,9,1 2 8 9
Thomas_Faulkner,1,7,8,9,1 7 8 9
Hong_Liu,1,2,7,9,1 2 7 9
Bom_Soo_Kim,1,6,8,9,1 6 8 9
Marco_M._Caldarelli,1,2,8,9,1 2 8 9
Ariana_Christodoulou,1,2,8,9,1 2 8 9
Ioannis_Papadimitriou,1,2,8,9,1 2 8 9
Kostas_Skenderis,1,2,8,9,1 2 8 9
Vincenzo_Scopelliti,1,2,5,9,1 2 5 9
Sara_Tahery,1,4,5,9,1 4 5 9
Li_Li,1,2,7,10,1 2 7 10
Kenta_Suzuki,1,3,7,9,1 3 7 9
Aaron_Hui,1,3,5,9,1 3 5 9
Calvin_Pozderac,1,3,5,9,1 3 5 9
Brian_Skinner,1,3,5,9,1 3 5 9
Ziyi_Zhao,3,7,9,11,3 7 9 11
Wenhe_Cai,3,7,9,11,3 7 9 11
Shuta_Ishigaki,3,7,9,11,3 7 9 11
Paul_Ginsparg,1,7,9,10,1 7 9 10
Adwait_Rijal,1,4,7,11,1 4 7 11
Ashok_Kumar_Aryal,1,4,7,11,1 4 7 11
Mausam_Ghimire,1,4,7,11,1 4 7 11
Rajeev_Singh,1,4,7,11,1 4 7 11
Christian_Deppe,1,4,6,7,1 4 6 7
Dongsheng_Ge,1,4,8,11,1 4 8 11
Lampros_Lamprou,1,8,9,11,1 8 9 11
Samuel_McCandlish,1,8,9,11,1 8 9 11
Benjamin_Mosk,1,8,9,11,1 8 9 11
Blagoje_Oblak,1,3,8,11,1 3 8 11
Michael_Kolodrubetz,1,4,7,11,1 4 7 11
Masahito_Yamazaki,1,9,10,11,1 9 10 11
Anton_Alekseev,1,10,11,12,1 10 11 12
Samson_L._Shatashvili,1,10,11,12,1 10 11 12
Douglas_Stanford,2,4,7,12,2 4 7 12
Alexandre_Belin,1,6,8,11,1 6 8 11
Aitor_Lewkowycz,1,6,8,11,1 6 8 11
Gabor_Sarosi,1,4,8,11,1 4 8 11
Nina_Miekley,1,4,8,9,1 4 8 9
Pablo_Bueno,1,4,8,11,1 4 8 11
C._S._Shahbazi,1,2,4,11,1 2 4 11
Hong_Zhe_Chen,1,2,4,9,1 2 4 9
Elena_Caceres,1,4,6,8,1 4 6 8
Josiah_D._Couch,1,4,6,8,1 4 6 8
Juan_P._Hernandez,1,4,6,8,1 4 6 8
Shan-Ming_Ruan,1,4,6,8,1 4 6 8
Donald_Marolf,1,2,11,12,1 2 11 12
Ali_Izadi_Rad,1,6,8,9,1 6 8 9
Mark_Van_Raamsdonk,1,4,7,8,1 4 7 8
Felix_M._Haehl,1,8,11,12,1 8 11 12
Raimond_Abt,2,4,8,11,2 4 8 11
Charles_M._Melby-Thompson,2,4,8,11,2 4 8 11
Christian_Northe,2,4,8,11,2 4 8 11
Yasha_Neiman,1,6,8,12,1 6 8 12
Zicao_Fu,1,2,4,8,1 2 4 8
Alexander_Maloney,1,2,4,8,1 2 4 8
Henry_Maxfield,1,2,4,8,1 2 4 8
Zhencheng_Wang,1,2,4,8,1 2 4 8
G_W_Gibbons,1,2,8,11,1 2 8 11
L._Andrianopoli,1,9,10,12,1 9 10 12
S._Ferrara,1,6,9,10,1 6 9 10
M._A._Lledo,1,9,10,12,1 9 10 12
O._Macia,1,9,10,12,1 9 10 12
Nilay_Kundu,1,2,8,9,1 2 8 9
Masamichi_Miyaji,1,4,8,9,1 4 8 9
Tadashi_Takayanagi,1,8,9,12,1 8 9 12
Kento_Watanabe,1,4,8,12,1 4 8 12
Robert_F._Penna,1,8,11,12,1 8 11 12
Claire_Zukowski,1,8,11,12,1 8 11 12
Joshua_D._Qualls,1,7,9,12,1 7 9 12
Tom_Levy,1,6,8,9,1 6 8 9
Yaron_Oz,1,5,8,9,1 5 8 9
Hugo_A._Camargo,1,4,7,9,1 4 7 9
Johannes_Knaute,1,4,8,12,1 4 8 12
Ibrahim_Akal,1,4,10,11,1 4 10 11
João_Penedones,1,9,11,12,1 9 11 12
Emilio_Trevisani,1,9,11,12,1 9 11 12
Cesar_A._Agón,1,2,4,8,1 2 4 8
David_Simmons-Duffin,1,7,9,10,1 7 9 10
D._J._Rowe,1,4,6,11,1 4 6 11
Shouvik_Datta,1,2,8,9,1 2 8 9
Ben_Michel,1,2,8,9,1 2 8 9
Fernando_Pastawski,1,4,6,8,1 4 6 8
Gábor_Sárosi,1,2,9,12,1 2 9 12
John_Watrous,1,4,7,11,1 4 7 11
Mile_Gu,1,4,5,7,1 4 5 7
Andrew_C._Doherty,1,4,7,10,1 4 7 10
Stephen_D._Bartlett,1,4,10,11,1 4 10 11
David_J._Rowe,1,4,10,11,1 4 10 11
Joe_Repka,1,4,10,11,1 4 10 11
Seth_Lloyd,1,4,7,8,1 4 7 8
Lorenzo_Campos_Venuti,1,3,7,8,1 3 7 8
Paolo_Zanardi,1,3,7,8,1 3 7 8
Zhong-Ying_Fan,1,4,5,12,1 4 5 12
Tanvir_Hanif,1,4,5,6,1 4 5 6
S._Shajidul_Haque,1,4,5,6,1 4 5 6
Md._Khaledur_Rahman,1,4,5,6,1 4 5 6
Budhaditya_Bhattacharjee,1,4,11,12,1 4 11 12
Pratik_Nandy,1,4,11,12,1 4 11 12
Tanay_Pathak,1,4,11,12,1 4 11 12
Wolfgang_Mück,1,4,11,12,1 4 11 12
Yi_Yang,1,4,11,12,1 4 11 12
Sinong_Liu,1,4,10,11,1 4 10 11
Temple_He,1,2,6,9,1 2 6 9
R._Loganayagam,1,2,6,9,1 2 6 9
Julio_Virrueta,1,2,6,9,1 2 6 9
Adriaan_M._J._Schakel,1,3,7,10,1 3 7 10
W._K._Huang,3,7,9,11,3 7 9 11
S._Hosoi,3,7,9,11,3 7 9 11
M._Čulo,3,7,9,11,3 7 9 11
S._Kasahara,3,6,7,9,3 6 7 9
Y._Sato,3,6,7,9,3 6 7 9
K._Matsuura,3,7,9,11,3 7 9 11
Y._Mizukami,3,6,7,9,3 6 7 9
H._Kontani,3,7,9,11,3 7 9 11
T._Shibauchi,3,6,7,9,3 6 7 9
Y._Matsuda,3,6,7,9,3 6 7 9
V._A._Khodel,1,3,9,11,1 3 9 11
J._W._Clark,1,3,4,9,1 3 4 9
M._V._Zverev,1,3,4,9,1 3 4 9
G._Grissonnanche,3,6,7,9,3 6 7 9
S._Thériault,3,7,9,11,3 7 9 11
A._Gourgout,3,7,9,11,3 7 9 11
M._-E._Boulanger,3,7,9,11,3 7 9 11
E._Lefrançois,3,7,9,11,3 7 9 11
F._Laliberté,3,7,9,11,3 7 9 11
M._Dion,3,7,9,11,3 7 9 11
J._-S._Zhou,3,7,9,11,3 7 9 11
S._Pyon,3,7,9,11,3 7 9 11
T._Takayama,3,6,9,11,3 6 9 11
H._Takagi,3,6,9,11,3 6 9 11
N._Doiron-Leyraud,3,6,9,11,3 6 9 11
Michele_Fabrizio,3,7,9,11,3 7 9 11
Grigory_Tarnopolsky,1,3,9,12,1 3 9 12
Chenyuan_Li,1,3,9,12,1 3 9 12
Wontae_Kim,2,3,8,11,2 3 8 11
Mungon_Nam,2,3,4,5,2 3 4 5
Umang_Mehta,1,7,9,11,1 7 9 11
Satyaki_Chowdhury,1,4,11,12,1 4 11 12
Martin_Bojowald,1,2,4,7,1 2 4 7
Jakub_Mielczarek,1,5,7,8,1 5 7 8
Jose_Luis_Blázquez-Salcedo,1,2,9,10,1 2 9 10
Christian_Knoll,1,2,9,10,1 2 9 10
Eugen_Radu,1,2,6,8,1 2 6 8
M._Lavagna,1,3,6,7,1 3 6 7
Yan-Gang_Miao,1,2,5,8,1 2 5 8
Long_Zhao,1,2,7,8,1 2 7 8
Paolo_Giorda,3,7,8,11,3 7 8 11
A._M._Perelomov,1,4,6,11,1 4 6 11
Alonso_Botero,1,3,10,11,1 3 10 11
Dries_Sels,1,4,5,11,1 4 5 11
Pankaj_Mehta,1,4,5,11,1 4 5 11
Andreas_Karch,2,7,9,10,2 7 9 10
Dam_T._Son,1,3,8,9,1 3 8 9
Mikhail_A._Stephanov,1,3,8,9,1 3 8 9
Mihailo_Cubrovic,3,7,9,11,3 7 9 11
Abhinav_Nellore,1,6,8,10,1 6 8 10
Frederik_Denef,2,3,6,9,2 3 6 9
U._Gursoy,1,9,10,12,1 9 10 12
F._Nitti,1,10,11,12,1 10 11 12
Gary_Horowitz,1,2,8,10,1 2 8 10
Albion_Lawrence,1,2,8,9,1 2 8 9
Eva_Silverstein,2,7,9,10,2 7 9 10
Nabil_Iqbal,1,3,6,9,1 3 6 9
Matthew_M._Roberts,1,2,8,9,1 2 8 9
Pedro_Talavera,1,3,8,9,1 3 8 9
Joseph_Polchinski,7,9,10,12,7 9 10 12
Márk_Mezei,3,7,8,9,3 7 8 9
Yan_Liu,2,6,9,10,2 6 9 10
Mihailo_Čubrović,2,3,7,9,2 3 7 9
V._Giangreco_M._Puletti,2,3,9,11,2 3 9 11
S._Nowling,2,3,9,11,2 3 9 11
L._Thorlacius,2,3,4,9,2 3 4 9
T._Zingg,2,3,9,11,2 3 9 11
Pavel_Petrov,2,3,8,9,2 3 8 9
Alireza_Tavanfar,1,3,6,9,1 3 6 9
Diego_M._Hofman,1,8,9,11,1 8 9 11
Mark_Mezei,3,8,9,11,3 8 9 11
Norihiro_Iizuka,1,2,8,9,1 2 8 9
Andrea_Allais,2,8,9,12,2 8 9 12
S._Josephine_Suh,1,7,8,9,1 7 8 9
Prithvi_Narayan,1,2,8,9,1 2 8 9
Guy_F._de_Teramond,1,3,8,9,1 3 8 9
Stanley_J._Brodsky,1,3,8,9,1 3 8 9
Zhen_Fang,1,5,6,10,1 5 6 10
Dan-Ning_Li,1,5,6,10,1 5 6 10
Yue-Liang_Wu,1,5,6,10,1 5 6 10
Mariya_V._Medvedyeva,1,3,7,9,1 3 7 9
Elena_Gubankova,1,3,7,9,1 3 7 9
David_B._Kaplan,1,3,7,8,1 3 7 8
Jong-Wan_Lee,1,3,8,10,1 3 8 10
Oliver_DeWolfe,1,2,9,11,1 2 9 11
Christopher_Rosen,1,2,9,11,1 2 9 11
Sergio_Ciuchi,3,7,9,11,3 7 9 11
Simone_Fratini,3,7,9,11,3 7 9 11
Kamran_Behnia,3,5,9,11,3 5 9 11
Kostya_Trachenko,3,5,9,11,3 5 9 11
Zhi-Han_Li,1,2,5,6,1 2 5 6
Chen-Qi_Li,1,2,5,6,1 2 5 6
Long-Gang_Pang,1,2,5,6,1 2 5 6
Laura_Batini,1,3,5,7,1 3 5 7
Eduardo_Grossi,1,3,5,7,1 3 5 7
Nicolas_Wink,1,3,5,7,1 3 5 7
Nigel_E._Hussey,3,7,9,11,3 7 9 11
Peter_Abbamonte,3,7,9,11,3 7 9 11
Jerome_Gauntlett,1,2,8,11,1 2 8 11
Julian_Sonner,1,2,3,11,1 2 3 11
Rahul_M._Nandkishore,3,7,9,10,3 7 9 10
Kevin_T._Grosvenor,1,3,9,10,1 3 9 10
Carlos_Hoyos,1,5,6,9,1 5 6 9
Francisco_Peña-Benítez,1,5,9,10,1 5 9 10
Piotr_Surówka,1,3,9,10,1 3 9 10
Aleksander_Głódkowski,1,5,9,10,1 5 9 10
Evangelos_Afxonidis,1,2,6,10,1 2 6 10
Alessio_Caddeo,1,2,6,10,1 2 6 10
James_Mangan,1,5,6,9,1 5 6 9
Saulo_M._Diles,1,5,9,11,1 5 9 11
Alex_S._Miranda,1,5,9,11,1 5 9 11
Luis_A._H._Mamani,1,5,9,11,1 5 9 11
Alex_M._Echemendia,1,5,9,11,1 5 9 11
Vilson_T._Zanchin,1,2,9,11,1 2 9 11
Tuna_Demircik,1,6,8,9,1 6 8 9
Domingo_Gallegos,1,6,8,9,1 6 8 9
Matti_Järvinen,1,5,6,10,1 5 6 10
Ruben_Lier,1,6,9,10,1 6 9 10
Filipe_Moura,1,2,5,9,1 2 5 9
João_Rodrigues,1,2,5,9,1 2 5 9
Stefano_Baiguera,1,4,6,7,1 4 6 7
Jiaozi_Wang,1,4,5,9,1 4 5 9
Jonas_Richter,1,4,5,9,1 4 5 9
Mats_H._Lamann,1,4,5,9,1 4 5 9
Robin_Steinigeweg,1,4,5,9,1 4 5 9
Jochen_Gemmer,1,4,5,9,1 4 5 9
Joseph_Smith,1,7,9,10,1 7 9 10
Isaac_Layton,1,4,5,7,1 4 5 7
Jonathan_Oppenheim,1,4,7,8,1 4 7 8
Alexios_A._Michailidis,1,4,5,9,1 4 5 9
Dmitry_A._Abanin,1,4,5,9,1 4 5 9
Andreas_Dechant,1,5,11,12,1 5 11 12
Jerome_Garnier-Brun,1,5,11,12,1 5 11 12
Shin-ichi_Sasa,1,5,11,12,1 5 11 12
Serhii_Kryhin,3,9,11,12,3 9 11 12
Qiantan_Hong,3,9,11,12,3 9 11 12
Leonid_Levitov,3,9,11,12,3 9 11 12
Ben_Kain,1,2,6,7,1 2 6 7
Sabrina_Pasterski,1,2,7,9,1 2 7 9
Monica_Pate,2,7,9,10,2 7 9 10
Ana-Maria_Raclariu,2,7,9,10,2 7 9 10
Chen-Te_Ma,1,7,9,10,1 7 9 10
Jukka_P._Pekola,1,4,5,11,1 4 5 11
Bayan_Karimi,1,4,5,11,1 4 5 11
Bernard_S._Kay,1,2,8,12,1 2 8 12
Yucheng_He,2,5,9,11,2 5 9 11
Zeqiang_Wang,2,5,9,11,2 5 9 11
Deyou_Chen,2,3,5,11,2 3 5 11
Nahomi_Kan,1,2,6,9,1 2 6 9
Kiyoshi_Shiraishi,1,2,9,10,1 2 9 10
Lam_Hui,1,5,6,9,1 5 6 9
Alessandro_Podo,1,5,6,9,1 5 6 9
Luca_Santoni,1,5,7,12,1 5 7 12
Enrico_Trincherini,1,5,7,12,1 5 7 12
Andrew_Osborne,1,4,5,9,1 4 5 9
Satoshi_Nawata,7,9,10,12,7 9 10 12
Runkai_Tao,7,9,10,12,7 9 10 12
Daisuke_Yokoyama,1,9,10,12,1 9 10 12
T._Senthil,3,7,9,11,3 7 9 11
Yasuyuki_Hatsuda,1,2,4,7,1 2 4 7
Masashi_Kimura,1,2,4,7,1 2 4 7
Tomas_S._Grigera,1,5,9,12,1 5 9 12
James_Dufty,1,4,9,11,1 4 9 11
Kai_Luo,1,4,9,11,1 4 9 11
Jeffrey_Wrighton,1,4,9,11,1 4 9 11
Gustavo_Valdivia-Mera,1,6,11,12,1 6 11 12
Christian_Corda,1,2,4,5,1 2 4 5
Fabiano_Feleppa,1,2,4,5,1 2 4 5
Robert_H._Jonsson,1,2,4,6,1 2 4 6
David_Q._Aruquipa,1,2,4,6,1 2 4 6
Marc_Casals,1,2,4,6,1 2 4 6
Achim_Kempf,1,2,4,11,1 2 4 11
Eduardo_Martín-Martínez,1,2,4,6,1 2 4 6
Jesse_C._Cresswell,1,4,7,8,1 4 7 8
Pablo_Antonio_Moreno_Casares,1,2,7,12,1 2 7 12
Giampiero_Esposito,1,7,10,12,1 7 10 12
Maria_Patmiou,1,3,9,10,1 3 9 10
V._G._Karpov,1,3,9,10,1 3 9 10
Jacob_Biamonte,1,4,7,10,1 4 7 10
Mathieu_Lewin,1,4,5,9,1 4 5 9
Elliott_H._Lieb,1,4,5,9,1 4 5 9
Robert_Seiringer,1,4,5,9,1 4 5 9
C._M._Varma,7,9,10,11,7 9 10 11
Z._Nussinov,7,9,10,11,7 9 10 11
W._van_Saarloos,7,9,10,11,7 9 10 11
Raul_Aguero-Santacruz,1,4,6,10,1 4 6 10
David_Bermudez,1,4,6,10,1 4 6 10
De-Chang_Dai,1,2,5,8,1 2 5 8
Djordje_Minic,1,7,8,12,1 7 8 12
Dejan_Stojkovic,1,2,5,8,1 2 5 8
Changbo_Fu,1,4,8,12,1 4 8 12
Lorenzo_Piroli,1,4,5,12,1 4 5 12
Christoph_Sünderhauf,1,4,5,12,1 4 5 12
Hikaru_Kawai,1,2,6,7,1 2 6 7
Yuki_Yokokura,1,2,6,7,1 2 6 7
Elliot_Christou,1,3,7,10,1 3 7 10
Fernado_de_Juan,1,3,7,10,1 3 7 10
Frank_Krüger,1,3,7,10,1 3 7 10
Dmitrii_A._Trunin,1,4,10,12,1 4 10 12
Xiao-Gang_Wen,1,3,10,11,1 3 10 11
Thierry_Giamarchi,1,3,9,10,1 3 9 10
Enrique_Alvarez,1,2,7,12,1 2 7 12
B._J._Overbosch,1,4,7,11,1 4 7 11
F._Krüger,1,8,9,11,1 8 9 11
J._-H._She,1,9,11,12,1 9 11 12
D._Sadri,1,9,11,12,1 9 11 12
S._I._Mukhin,1,9,11,12,1 9 11 12
N._Kaplis,4,8,9,12,4 8 9 12
Edwin_A._Bedolla-Montiel,1,3,7,10,1 3 7 10
Luis_Carlos_Padierna,1,3,7,10,1 3 7 10
Ramón_Castañeda-Priego,1,3,7,10,1 3 7 10
Edwin_W._Huang,3,7,9,10,3 7 9 10
Ryan_Sheppard,3,7,9,10,3 7 9 10
Brian_Moritz,3,7,9,10,3 7 9 10
Thomas_P._Devereaux,3,7,9,10,3 7 9 10
Shuai_Chen,1,4,6,10,1 4 6 10
Qing-Rui_Wang,1,3,10,11,1 3 10 11
Yang_Qi,1,2,3,10,1 2 3 10
D._N._Sheng,1,3,10,12,1 3 10 12
Zheng-Yu_Weng,1,3,9,10,1 3 9 10
Ronald_de_Wolf,1,4,5,7,1 4 5 7
Jacob_C._Bridgeman,1,4,8,12,1 4 8 12
Christopher_T._Chubb,1,4,8,12,1 4 8 12
Ben_J._Powell,1,7,10,12,1 7 10 12
Gustav_Uhre_Jakobsen,1,6,7,11,1 6 7 11
Louk_Rademaker,1,3,7,9,1 3 7 9
J._Cayssol,3,9,10,11,3 9 10 11
J._-N._Fuchs,3,9,10,11,3 9 10 11
Pinaki_Banerjee,1,2,3,9,1 2 3 9
Bidisha_Chakrabarty,1,3,9,11,1 3 9 11
Swapnamay_Mondal,1,3,9,11,1 3 9 11
Frank_Göhmann,1,4,9,10,1 4 9 10
Yunxiang_Liao,1,3,9,11,1 3 9 11
Hiroyasu_Tajima,1,2,4,10,1 2 4 10
Keiji_Saito,1,2,4,12,1 2 4 12
G._Seibold,3,5,7,9,3 5 7 9
R._Arpaia,3,7,9,11,3 7 9 11
Y._Y._Peng,3,7,9,11,3 7 9 11
R._Fumagalli,3,7,9,11,3 7 9 11
L._Braicovich,3,7,9,11,3 7 9 11
C._Di_Castro,3,7,9,11,3 7 9 11
M._Grilli,3,7,9,11,3 7 9 11
G._Ghiringhelli,3,7,9,11,3 7 9 11
S._Caprara,3,9,10,11,3 9 10 11
E._C._Marino,1,3,7,9,1 3 7 9
An_Gong,4,8,11,12,4 8 11 12
Chong-Bin_Chen,4,8,11,12,4 8 11 12
Fu-Wen_Shu,4,8,11,12,4 8 11 12
Zi-Qing_Xiao,1,2,4,8,1 2 4 8
Run-Qiu_Yang,1,2,4,8,1 2 4 8
Shi-Dong_Liang,1,7,10,11,1 7 10 11
Matthew_J._Lake,1,7,10,11,1 7 10 11
Luis_Alvarez-Gaume,1,3,10,12,1 3 10 12
Akihiro_Ishibashi,1,2,5,8,1 2 5 8
Kengo_Maeda,1,2,5,8,1 2 5 8
Arpit_Das,1,3,6,9,1 3 6 9
Ruth_Gregory,1,3,6,9,1 3 6 9
Thomas_G._Mertens,2,4,7,10,2 4 7 10
Gustavo_J._Turiaci,2,4,7,10,2 4 7 10
Fabian_H_L_Essler,1,7,10,12,1 7 10 12
Andrew_P._Mackenzie,4,5,9,12,4 5 9 12
Ran_Luo,7,10,11,12,7 10 11 12
Yi-Nan_Wang,7,10,11,12,7 10 11 12
Lakshya_Bhardwaj,1,7,10,11,1 7 10 11
Lea_E._Bottini,1,7,10,11,1 7 10 11
Ludovic_Fraser-Taliente,1,7,10,11,1 7 10 11
Liam_Gladden,1,7,10,11,1 7 10 11
Dewi_S._W._Gould,1,7,10,11,1 7 10 11
Arthur_Platschorre,1,7,10,11,1 7 10 11
Hannah_Tillim,1,7,10,11,1 7 10 11
Iliya_Esin,1,4,10,12,1 4 10 12
Étienne_Lantagne-Hurtubise,1,4,10,12,1 4 10 12
Frederik_Nathan,1,4,10,12,1 4 10 12
Gil_Refael,1,4,6,10,1 4 6 10
João_M._L._de_Freitas,1,6,7,11,1 6 7 11
Iberê_Kuntz,1,6,7,11,1 6 7 11
Yoichi_Ando,3,5,10,11,3 5 10 11
A._P._Isaev,1,4,7,11,1 4 7 11
John_L._Friedman,2,5,6,11,2 5 6 11
Marcelo_M._Disconzi,1,5,7,11,1 5 7 11
